127.0.0.1 - - [26/Jan/2020:12:41:17 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:20 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=1 HTTP/1.1" 200 5908
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:20 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:31 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5940
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:58 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5880
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:58 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:12:59 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:13:00 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5880
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:13:00 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:13:03 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=2 HTTP/1.1" 200 5857
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:13:08 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5880
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:15:10 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:15:10 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1113
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:15:11 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:15:11 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:15:43 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:15:44 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1038
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:15:44 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:16:35 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:16:35 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:16:35 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:16:38 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:16:38 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:18:10 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:18:10 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1020
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:18:11 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:18:25 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:18:25 +0530] "GET /CuMerchandise/style-files/home-footer-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:18:25 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 993
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:18:26 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:02 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:02 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1010
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:02 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:12 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:13 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1015
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:13 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:25 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:25 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1014
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:25 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:28 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:28 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:19:28 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:20:44 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:20:44 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 200 1032
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:20:44 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:23:57 +0530] "GET /CuMerchandise/ui-files/home2.jsp?offset=4 HTTP/1.1" 200 5878
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:23:57 +0530] "GET /CuMerchandise/style-files/home-body-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:23:58 +0530] "GET /CuMerchandise/resource/icons/tab_logo.png HTTP/1.1" 200 2131
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:35:34 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1911
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:35:34 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 146
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:35:34 +0530] "GET /resource/search_ic.png HTTP/1.1" 404 1100
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:35:34 +0530] "GET /CuMerchandise/style-files/home-footer-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:35:34 +0530] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:36:27 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1911
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:36:27 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:36:27 +0530] "GET /resource/search_ic.png HTTP/1.1" 404 1100
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:37:02 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:50:22 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:50:22 +0530] "GET /CuMerchandise/style-files/home-footer-style2.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:50:22 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 145
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:51:19 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:51:19 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 157
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:52:46 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:52:46 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:53:20 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:53:20 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:54:23 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:54:23 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:54:37 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:54:37 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:54:46 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:54:46 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:55:04 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:55:04 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:55:20 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:55:20 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:55:35 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:55:35 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:55:51 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:55:51 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:56:03 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:56:03 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:56:15 +0530] "GET /CuMerchandise/ui-files/cart.jsp HTTP/1.1" 200 1919
0:0:0:0:0:0:0:1 - - [26/Jan/2020:15:56:15 +0530] "GET /CuMerchandise/style-files/cart.css HTTP/1.1" 200 194
